id,name,description,short_description,founded_on,operating_status,company_type,num_employees_enum,rank_org,rank_org_company,rank_delta_d7,rank_delta_d30,rank_delta_d90,linkedin,semrush_visits_latest_month,semrush_visits_latest_6_months_avg,semrush_visits_mom_pct,semrush_bounce_rate,semrush_visit_duration,semrush_visit_pageviews,semrush_global_rank,funding_total_usd,equity_funding_total_usd,last_equity_funding_total_usd,num_funding_rounds,last_funding_total_usd,last_equity_funding_type,num_investors,funding_stage,last_funding_type,ipo_status,stock_symbol,ipo_valuation_usd,ipo_amount_raised_usd,categories,locations,city,region,country,num_founders,founders,acquisition_status,num_acquisitions,ipqwery_num_patent_granted,ipqwery_num_trademark_registered,hub_tags,num_org_similarities,is_hub_tag_present,has_siftery_profile,is_num_founders_missing,has_website_traffic,semrush_bounce_rate_missing,semrush_visit_duration_missing,semrush_visit_pageviews_missing,semrush_global_rank_missing,has_funding_total_usd,has_equity_funding_total_usd,has_last_equity_funding_total_usd,has_last_funding_total_usd,has_num_funding_rounds,has_last_funding_at,has_ipqwery_num_patent_granted,has_ipqwery_num_trademark_registered
5f00ad5c-d603-4d0d-a087-8386fd92ae72,Whatnot,"Whatnot operates a livestream shopping platform that allows users to buy, sell, and discover a variety of products, including fashion, beauty, electronics, and collectibles. The platform combines community engagement with entertainment, fostering a unique shopping experience.",Whatnot is a livestream shopping platform for buying and selling products.,2019-12-01,active,for_profit,501-1000,3728,3129,-0.1,8.7,7.5,https://linkedin.com/company/whatnot-inc,12833539.0,10449823.6666667,0.147965387698672,0.5676,682.0,3.7914,4548.0,974700000.0,974700000.0,225000000.0,9.0,225000000.0,series_f,34.0,late_stage_venture,series_f,private,N/A,0.0,0.0,"Collectibles,E-Commerce,Information Technology,Marketplace,Trading Platform","San Francisco,California,United States,North America",San Francisco,California,United States,2.0,"Grant LaFontaine,Logan Head",Acquirer,1.0,0.0,0.0,unicorn,18.0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1
7a938e55-9f15-4650-99f4-f584eb648a7e,Doceree,"Doceree is a healthcare marketing technology company. They specialize in providing a platform and solutions for pharmaceutical and healthcare brands to connect with healthcare professionals (HCPs). Doceree's platform may include features like targeted advertising, data analytics, and tools to help pharmaceutical companies and healthcare brands effectively reach and engage with healthcare professionals in a compliant and efficient manner.",Doceree provides marketing solutions for pharmaceutical and healthcare brands to connect with healthcare professionals (HCPs).,2019-01-01,active,for_profit,101-250,3739,3139,-0.4,1.1,5.7,https://www.linkedin.com/company/doceree,14437.0,7584.5,0.621588228686959,0.8022,597.0,2.0562,1409015.0,64813014.0,64813014.0,4213014.0,5.0,4213014.0,undisclosed,9.0,Unknown,undisclosed,private,N/A,0.0,0.0,"Advertising,Analytics,Health Care,Marketing,Software","Parsippany,New Jersey,United States,North America",Parsippany,New Jersey,United States,2.0,"Daleep Manhas,Harshit Jain",Independent,0.0,4.0,2.0,unknown,58.0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0
8f3b1aa4-ea17-4c62-b20e-47772bb27512,Clarity,Clarity is an AI cybersecurity company that's fighting AI-based misinformation and deepfakes. We help organizations and individuals protect themselves from deepfake attacks.,Preserving trust in digital media by fighting AI-based misinformation and deepfakes,2022-10-01,active,for_profit,11-50,3842,3236,-0.4,-1.5,6.2,https://www.linkedin.com/company/getclarity-ai/,1192.0,2181.66666666667,-0.0907704042715484,0.8121,750.0,1.2525,6191088.0,16000000.0,16000000.0,16000000.0,2.0,16000000.0,seed,18.0,seed,seed,private,N/A,0.0,0.0,"Artificial Intelligence (AI),Cyber Security,Software","New York,New York,United States,North America",New York,New York,United States,3.0,"Gil Avriel,Michael Matias,Natalie Fridman",Independent,0.0,0.0,0.0,unknown,356.0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
3155b9d1-229f-4822-adbd-d3f662d17f5a,1Kosmos,"1Kosmos is a company that offers a distributed identity cloud service. This platform unifies identity verification and passwordless authentication for workers, customers, and citizens. The company's service helps to eliminate passwords and verify user identity to prevent fraud and secure digital services.",1Kosmos provides a unified identity verification and passwordless authentication platform.,2018-06-01,active,for_profit,101-250,3856,3247,-0.2,3.0,-7.6,https://www.linkedin.com/company/1kosmos,26493.0,19502.5,0.580445027739665,0.5477,484.0,2.9333,878916.0,72000000.0,62000000.0,47000000.0,4.0,47000000.0,series_b,6.0,early_stage_venture,series_b,private,N/A,0.0,0.0,"Cyber Security,Identity Management,Security,Software","Somerset,New Jersey,United States,North America",Somerset,New Jersey,United States,3.0,"Hemen Vimadalal,Michael Engle,Rohan Pinto",Independent,0.0,0.0,0.0,unknown,188.0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1
e6dc02e3-97e5-4424-a161-e7e5c62ef1df,Motion,"Motion is an AI time management platform that provides real-time interventions, reminders, and analytics. Motion mark sites as distracting to limit the time on them in the future.

The company's tool keeps users from becoming distracted while browsing the web by providing real-time interventions, reminders, and analytics, as well as calendar, tab management, and focus tools.","Motion is an AI time management platform that provides real-time interventions, reminders, and analytics.",2019-03-01,active,for_profit,11-50,3989,3362,0.0,-5.5,3.9,https://www.linkedin.com/company/motionapp,1601906.0,1448581.66666667,0.0518731269387251,0.6604,596.0,3.0234,33691.0,73327916.0,73327916.0,8100000.0,6.0,8100000.0,series_c,11.0,late_stage_venture,series_c,private,N/A,0.0,0.0,"Analytics,Artificial Intelligence (AI),Productivity Tools,Real Time,Software","San Francisco,California,United States,North America",San Francisco,California,United States,3.0,"Ethan Yu,Harry Qi,Omid Rooholfada",Independent,0.0,0.0,2.0,unknown,341.0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0
678c4acf-99ff-4f66-b9b9-540bed79ee0b,Kindbody,"Kindbody is a fertility clinic network and family-building benefits provider for employers offering comprehensive virtual and in-person care. Kindbody's clinically-managed program includes fertility assessments and education, fertility preservation, genetic testing, in vitro fertilization (IVF), donor and surrogacy services, and adoption. Employers partner with Kindbody to provide their employees with financial, medical, and emotional support as they pursue parenthood. Kindbody is the trusted fertility benefits provider for more than 100 employers, covering more than 2.4 million lives. Many thousands more receive their fertility care directly from Kindbody throughout the country at Kindbody’s network of signature clinics, mobile clinics, and partner clinics.",Kindbody is a fertility clinic network and family-building benefits provider for employers.,2018-01-01,active,for_profit,501-1000,3997,3370,-0.4,-0.7,-2.6,https://www.linkedin.com/company/kindbody,162151.0,150817.666666667,0.269134739560913,0.5723,201.0,2.8246,215015.0,306325674.0,206325674.0,25000000.0,10.0,25000000.0,series_unknown,37.0,Unknown,series_unknown,private,N/A,0.0,0.0,"Employee Benefits,Fertility,Health Care,Medical","New York,New York,United States,North America",New York,New York,United States,2.0,"Gina Bartasi,Joanne Schneider",Acquirer,3.0,0.0,5.0,unicorn,297.0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0
7bdb35c2-3a5d-4354-a06d-d924c1483396,Accelerant,"Accelerant is a data-driven, technology-fueled insurtech that empowers underwriters with superior risk exchange, advanced data analytics, and long-term capacity commitments. Our full-service risk exchange supports our carefully selected, best-in-class network of underwriting teams. We leverage granular information on each policy to deliver unprecedented insight into insurance pools, and our specialty portfolio is fully diversified with very low catastrophe, aggregation, or systemic risk. We’re proud to have been awarded an AM Best A- (Excellent) rating.","Accelerant is a data-driven, technology provides insurtech underwriters with risk exchange, data analytics.",2018-01-01,active,for_profit,101-250,4051,3411,1.3,0.2,-3.4,https://www.linkedin.com/company/accelerant-holdings,12608.0,17884.5,-0.30407904178396,0.7553,495.0,1.8406,1565447.0,343000000.0,343000000.0,150000000.0,3.0,150000000.0,private_equity,6.0,ipo,private_equity,public,ARX,4735500000.0,425801880.0,"Analytics,Insurance,InsurTech","Atlanta,Georgia,United States,North America",Atlanta,Georgia,United States,2.0,"Christopher Lee-Smith,Jeff Radke",Acquirer,4.0,0.0,8.0,exited_unicorn,57.0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0
c295d43d-7241-4cbc-905c-1b1660cfe3e6,LUCID DIAGNOSTICS INC.,"Lucid Diagnostics is a commercial-stage, cancer-prevention medical diagnostics company. Lucid focuses on patients with gastroesophageal disease (GERD), also known as chronic heartburn, who are at risk of developing esophageal precancer and cancer. Lucid’s EsoGuard Esophageal DNA Test is performed on samples collected in a brief noninvasive office procedure with its EsoCheck Esophageal Cell Collection Device, a diagnostic test capable of serving as a widespread screening tool to prevent cancer and cancer deaths through early detection of esophageal precancer in at-risk GERD patients.","Lucid Diagnostics develops a non-invasive, office based diagnostic test for biomarkers to esophageal cancer.",2018-05-30,active,for_profit,51-100,4123,3474,5.3,-1.6,-0.8,http://www.linkedin.com/company/luciddiagnostics/,1607.0,6266.5,-0.297332750327941,0.6316,351.0,5.9291,5432065.0,102375000.0,72425000.0,26900000.0,7.0,26900000.0,post_ipo_equity,1.0,ipo,post_ipo_equity,public,LUCD,517889078.0,70000000.0,"Biotechnology,Health Care,Health Diagnostics,Therapeutics","New York,New York,United States,North America",New York,New York,United States,1.0,Shaun O'Neil,Acquirer,1.0,2.0,9.0,unknown,16.0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0
54d86a8c-d2e3-451f-8f21-467a39555966,PodPlay Technologies,PodPlay Technologies is a full suite of digital tools for managing modern racket sports clubs and more.,PodPlay Technologies is a full suite of digital tools for managing modern racket sports clubs and more.,2023-01-01,active,for_profit,11-50,4142,3490,-0.4,9.8,9.8,https://www.linkedin.com/company/podplay-technologies/,401414.0,353740.333333333,0.220626469094658,0.5741,369.0,5.7704,105171.0,8000000.0,8000000.0,8000000.0,1.0,8000000.0,series_a,1.0,early_stage_venture,series_a,private,N/A,0.0,0.0,"Computer,Mobile,Software","New York,New York,United States,North America",New York,New York,United States,2.0,"Ernesto Ebuen,Maximilian Kogler",Independent,0.0,0.0,0.0,unknown,5.0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
9ba9c245-0aa8-4bca-8e3a-18ea10220bd0,WorkOS,"WorkOS provides APIs to make applications enterprise-ready, with pre-built features and integrations required by IT admins. With WorkOS, users can start selling to enterprise customers with just a few lines of code.

WorkOS was founded in 2019 by Michael Grinich and is based in San Francisco, California, United States.",WorkOS is a unified platform with modern APIs and SDKs for enterprise-ready features.,2019-01-01,active,for_profit,11-50,4161,3506,0.0,3.2,-1.1,https://www.linkedin.com/company/workos-inc/,1081453.0,967926.0,0.225493873397525,0.7402,427.0,1.8899,47059.0,95000000.0,95000000.0,80000000.0,4.0,80000000.0,series_b,17.0,early_stage_venture,series_b,private,N/A,0.0,0.0,"Developer APIs,Developer Tools,Information Technology,Operating Systems","San Francisco,California,United States,North America",San Francisco,California,United States,1.0,Michael Grinich,Acquirer,1.0,0.0,4.0,unknown,206.0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0
fba802a1-bad0-41d2-8b96-527204d5b9ef,Sumble,"Sumble provides a sales intelligence platform that crawls the web for technographic and contact data, giving sales teams context on prospective customers.",Sumble provides a sales intelligence platform that crawls the web for technographic and contact data.,2022-01-01,active,for_profit,11-50,4249,3583,-0.2,9.8,9.9,https://www.linkedin.com/company/sumble/,40186.0,19426.8333333333,0.787235935067823,0.651,798.0,4.5174,634701.0,38500000.0,38500000.0,30000000.0,2.0,30000000.0,series_a,8.0,early_stage_venture,series_a,private,N/A,0.0,0.0,"Apps,Artificial Intelligence (AI),Sales","San Francisco,California,United States,North America",San Francisco,California,United States,2.0,unknown,Independent,0.0,0.0,0.0,unknown,9.0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
26e68173-12a9-8f23-4d2f-cf80fa1abc1c,Google Cloud,"Google Cloud Platform enables developers to build, test and deploy applications on Google’s highly-scalable and reliable infrastructure. Choose from computing, storage and application services for your web, mobile and backend solutions.",Google Cloud focuses on business challenges that head-on with cloud computing services from Google.,2019-08-16,active,for_profit,10001+,4500,3795,2.2,7.5,8.0,https://www.linkedin.com/showcase/google-cloud,0.0,0.0,0.0,0.5572,238.0,2.2011,30181969.0,0.0,0.0,0.0,0.0,0.0,Unknown,1.0,Unknown,Unknown,private,N/A,0.0,0.0,"Cloud Computing,Cloud Data Services,Developer Platform","San Francisco,California,United States,North America",San Francisco,California,United States,2.0,unknown,Acquirer,6.0,0.0,0.0,unknown,8.0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1
f125497a-00be-40af-aacd-73dae11778c4,Monogram Health,"Monogram Health is a value-based specialty provider of in-home evidence-based care and benefit management services to patients suffering from polychronic conditions such as chronic kidney disease and end-stage renal disease. To transform the way health care is delivered for those with polychronic conditions, the company uses an innovative in-home care delivery model and a technology-driven array of evidence-based clinical services, such as complex case and disease management, utilization management, and medication therapy management. This innovative care model has been shown to improve patient outcomes and quality of life while lowering medical costs across the healthcare continuum.

Monogram Health, based in Nashville, Tennessee, has numerous value-based partnerships with leading health plans and risk-bearing providers to care for patients across all insurance products and 34 states.",Monogram Health is a specialty provider of evidence-based in-home care and benefit management services for polychronic patients.,2019-01-01,active,for_profit,501-1000,4503,3798,2.0,-0.2,2.4,https://www.linkedin.com/company/monogram-health,32112.0,20766.3333333333,3.56720238941829,0.8932,495.0,1.2768,755987.0,555149998.0,546999998.0,375000000.0,5.0,375000000.0,series_c,10.0,late_stage_venture,series_c,private,N/A,0.0,0.0,"Health Care,Hospital,Wellness","Brentwood,Tennessee,United States,North America",Brentwood,Tennessee,United States,2.0,"Christopher A. Booker,Michael Uchrin",Independent,0.0,0.0,14.0,unknown,66.0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0
1fc074a8-9f78-4dee-ba4e-d3a7de3096b4,Aptos,"Aptos is a web3 startup that builds a scalable Layer 1 blockchain that enables developers to design scalable, future-proof apps. The Aptos team consists of a talented group of engineers, researchers, strategists, designers, and constructors. The company was founded in 2021 and is based in Palo Alto, California.",Aptos is a Web3 startup that builds a scalable layer 1 blockchain.,2021-01-01,active,for_profit,101-250,4524,3817,-1.0,-3.3,2.5,https://www.linkedin.com/company/aptoslabs,106808.0,102913.166666667,-0.113295421526711,0.4374,388.0,4.621,297518.0,350000000.0,350000000.0,0.0,3.0,0.0,series_unknown,28.0,Unknown,series_unknown,private,N/A,0.0,0.0,"Blockchain,FinTech,Information Technology,Non-Fungible Token (NFT),Web3","Palo Alto,California,United States,North America",Palo Alto,California,United States,2.0,"Avery Ching,Mo Shaikh",Acquirer,1.0,0.0,0.0,unicorn,5.0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1
96c16a2d-28c5-48ae-b40a-f46931ce8ca1,ElectricFish,"ElectricFish builds and deploys AI-powered microgrids to unlock fast EV charging, emergency power, and grid services in grid-constrained locations for fleets - in days, not years.","We build resilient and flexible EV charging infrastructure to accelerate decarbonization, and support community adaptation to climate risks.",2019-12-07,active,for_profit,11-50,4607,3889,0.6,0.6,-1.4,https://www.linkedin.com/company/electricfish,1869.0,1015.0,1.84042553191489,0.7806,16.0,1.3264,5094951.0,2726000.0,836000.0,100000.0,9.0,100000.0,seed,10.0,seed,seed,private,N/A,0.0,0.0,"Charging Infrastructure,Clean Energy,Electric Vehicle,Energy Management,Energy Storage,Power Grid","San Carlos,California,United States,North America",San Carlos,California,United States,4.0,"Anurag Kamal,Folasade Ayoola,Nelio Batista,Vince Wong",Independent,0.0,8.0,0.0,unknown,64.0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0
c584779b-01fa-4c4d-887c-2b0918f1ffa3,Sahara AI,"Sahara AI is a decentralized AI network that enables freely and securely deploying autonomous AI with a high-performance, privacy-first network. Its collaboration network helps individuals and businesses deploy personalized, autonomous AI. It also offers a permissionless and privacy-centric network that allows cross-agent communication, knowledge transfer, and capitalization between individuals.","Sahara AI is a decentralized AI network that enables freely and securely deploy autonomous AI with high-performance, privacy-first network.",2023-01-01,active,for_profit,11-50,4636,3911,-0.2,-0.8,-1.5,https://www.linkedin.com/company/saharalabs-ai,203192.0,2516087.33333333,-0.44369214594895,0.4489,263.0,2.3206,180207.0,43000000.0,43000000.0,37000000.0,2.0,37000000.0,series_a,27.0,early_stage_venture,series_a,private,N/A,0.0,0.0,"Artificial Intelligence (AI),Blockchain,Decentralized Finance (DeFi),Web3","Los Angeles,California,United States,North America",Los Angeles,California,United States,2.0,"Sean Ren,Tyler Zhou",Independent,0.0,0.0,0.0,unknown,221.0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
7cfa2a7c-0e97-4ac7-94f9-6f95c5961091,doola,"doola helps US and Non-US founders turn their dream idea into their dream business. We're a “Business-in-a-Box” for online SMBs. We take care of everything online SMBs need to form an LLC, set up their bank account, accept payments, and manage ongoing compliance and tax filings.","doola is a business services companies that offers SMBs registration, banking, payments, compliance and tax related services.",2021-09-21,active,for_profit,11-50,4665,3938,-0.1,3.0,6.9,https://www.linkedin.com/company/doolahq,180944.0,342276.666666667,-0.343701941212315,0.4602,645.0,5.5753,197325.0,11000000.0,11000000.0,0.0,5.0,0.0,series_a,21.0,early_stage_venture,series_a,private,N/A,0.0,0.0,"Business Development,Business Intelligence,E-Commerce,Information Services","New York,New York,United States,North America",New York,New York,United States,2.0,"Arjun Mahadevan,JP Pincheira",Independent,0.0,0.0,0.0,unknown,174.0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1
d667af69-53ee-4f21-8e9d-4ab446cdffc2,Endor Labs,"Endor Labs focuses on improving application security, particularly in managing open-source software dependencies. The company assists developers in adopting safe Open Source Software (OSS) to accelerate development while spending less time addressing security concerns. Its Dependency Lifecycle Management Platform is intended to address the weakest link in software supply chain security: the enterprise's ungoverned sprawl of open-source software.","Endor Labs secures software supply chains with advanced tools for open-source risk, compliance, and developer productivity.",2022-01-01,active,for_profit,101-250,4712,3979,0.1,4.1,1.1,https://www.linkedin.com/company/endorlabs,28800.0,27370.5,-0.0521015041305994,0.8534,584.0,1.5079,823197.0,188000000.0,188000000.0,93000000.0,5.0,93000000.0,series_b,20.0,early_stage_venture,series_b,private,N/A,0.0,0.0,"Cyber Security,Developer Platform,Open Source,Security,Software","Palo Alto,California,United States,North America",Palo Alto,California,United States,2.0,"Dimitri Stiliadis,Varun Badhwar",Independent,0.0,0.0,0.0,unknown,11.0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
acec385b-7be5-478b-8b7e-416327845c5d,Local Bounti,"Local Bounti is an agriculture company delivering herbs, vegetables, and other products to service wholesale restaurant and grocer accounts. The perfect environmental greenhouse conditions ensure the highest possible nutritional value and taste, and we are non-GMO and pesticide/herbicide-free. Their sustainable, root-on, living products result in less environmental impacts, carbon footprint, and less waste.

Local Bounti was founded in 2018 and is based in Hamilton, MT, USA.","Local Bounti is an agriculture company delivering herbs, vegetables, and other products to service wholesale restaurant and grocer accounts.",2018-01-01,active,for_profit,101-250,4757,4015,5.7,4.4,-2.6,https://www.linkedin.com/company/local-bounti,2006.0,6089.66666666667,-0.874625,0.3225,106.0,2.4521,4943373.0,528300000.0,173300000.0,25000000.0,6.0,10000000.0,post_ipo_equity,3.0,ipo,post_ipo_debt,public,LIII.UT,0.0,0.0,"Agriculture,Farming,Finance,Financial Exchanges,Financial Services,Green Consumer Goods,Organic Food","Hamilton,Montana,United States,North America",Hamilton,Montana,United States,3.0,"Craig Hurlbert,Lyndon Lea,Travis Joyner",Acquirer,1.0,2.0,22.0,unknown,25.0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0
ab1044fa-e8ee-4633-a8db-5de2421e2f46,Freed,"Freed is an AI scribe that listens, transcribes, and writes SOAP notes in real time—saving clinicians hours on documentation.  It generates comprehensive SOAP notes quickly, enhancing work efficiency. Freed's platform listens, transcribes, and generates comprehensive clinical notes during patient visits. Clinicians initiate the process by starting the app at the beginning of a visit; the AI captures the conversation and produces structured notes within 60 seconds after concluding the visit. These notes can be reviewed and seamlessly integrated into electronic health records (EHRs).",Freed is an AI clinician assistant designed to assist clinicians in reducing the time spent on documentation.,2022-01-01,active,for_profit,11-50,4758,4016,-0.1,1.9,3.1,https://www.linkedin.com/company/freed-ai,494810.0,453128.5,0.34178121381562,0.3707,2047.0,5.9647,88886.0,30000000.0,30000000.0,30000000.0,1.0,30000000.0,series_a,5.0,early_stage_venture,series_a,private,N/A,0.0,0.0,"Artificial Intelligence (AI),Document Management,Electronic Health Record (EHR),Health Care","San Francisco,California,United States,North America",San Francisco,California,United States,2.0,"Andrey Bannikov,Erez Druk",Independent,0.0,0.0,1.0,unknown,11.0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0
dd615cf2-571d-43d5-9423-c4da84a09f74,Neptune Flood,"Neptune Flood provides insurance products that cover residential properties, commercial buildings, and condominium associations against flood-related damage. The company offers policies with higher coverage limits and optional features that extend beyond traditional flood insurance programs. Its services are designed for homeowners, business owners, and property managers seeking financial protection from the impact of flooding events. Neptune Flood uses a technology-driven platform to simplify quoting, underwriting, and policy management.","Neptune Flood provides flood insurance solutions for residential properties, commercial buildings, and condominium units.",2018-01-01,active,for_profit,11-50,4761,4019,-0.7,-2.8,7.5,https://www.linkedin.com/company/12956923,139348.0,133016.0,0.079045996592845,0.4664,495.0,3.2701,242129.0,2599483.0,2599483.0,0.0,3.0,0.0,private_equity,4.0,ipo,private_equity,public,NP,2760000000.0,368000000.0,"Analytics,Insurance,Mapping Services,Remote Sensing","St. Petersburg,Florida,United States,North America",St. Petersburg,Florida,United States,2.0,"Bill Martin,Jim Albert",Acquirer,2.0,2.0,4.0,unknown,10.0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0
84f8ff35-61e7-41e6-a42e-bcb412ffd5f5,Infinite Reality,"Infinite Reality (iR) helps clients with audiences develop immersive experiences that maximize the value between audiences, creators, and brands. iR powered virtual experiences enable brands and creators to fully control the ways in which they distribute content, engage audiences, commercialize their creations, and communicate with their communities. With deep expertise in Hollywood production, iR develops world-class Metaverse experiences that redefine the possibilities in connected digital environments. Services and Advisory teams manage, design, and oversee custom builds, leveraging the Technology team’s platform development excellence. Entertainment and Content Creation divisions produce breathtaking original content and live events from iR's 150,000 sq. ft. Los Angeles studio. iR’s Agency attracts, cultivates, and builds client audiences while iR’s digitally native brands, including championship esports organizations Rogue and the London Royal Ravens and premier influencer management agency TalentX Entertainment, increase awareness and adoption of Web3 opportunities.","Infinite Reality using AI to create interactive 3D websites, virtual showrooms, and XR media.",2019-01-01,active,for_profit,251-500,4856,4096,0.0,2.8,-1.7,https://www.linkedin.com/company/theinfinitereality,102.0,0.0,0.214285714285714,0.0,395.0,7.8333,19866983.0,3350000000.0,3350000000.0,3000000000.0,2.0,3000000000.0,series_unknown,1.0,Unknown,series_unknown,private,N/A,0.0,0.0,"Digital Media,Media and Entertainment,Metaverse","Norwalk,Connecticut,United States,North America",Norwalk,Connecticut,United States,5.0,"Amish Shah,Elliott Jobe,John Acunto,Rodric David,Sean Cross",Acquirer,10.0,2.0,3.0,unicorn,44.0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0
21d0d2c4-fc6f-40ab-81f4-616b0803a1ae,Prometheus Hyperscale,"Founded in 2020, Prometheus is a trailblazer in the field of hyperscale data center technology for accelerated computing (aka ""AI""), setting new standards in energy efficiency and high-performance computing infrastructure. With its first location in Wyoming, our company is dedicated to developing scalable and sustainable solutions to meet the growing demands of data processing and storage.

At Prometheus Hyperscale, we believe in creating data centers that are both environmentally friendly and incredibly powerful. Our hyperscale data centers prioritize the migration to renewable energy sources and next-generation advanced nuclear, significantly reducing our environmental impact while delivering unparalleled computing efficiency.

Our mission extends beyond technological innovation; we are equally committed to making high-performance computing accessible and advantageous for the broader society. Our facilities are not just centers of technological excellence but also contribute positively to local communities by offering employment opportunities, heat reuse host products, and other economic and societal benefits.

The strategic positioning of our data centers in Wyoming offers distinct advantages. The cooler climate facilitates natural cooling for adjacent data center clusters, access to renewable energy sources is readily available, and the regulatory environment is supportive of our innovative initiatives. These factors, combined with our cutting-edge approach to data center design and management, establish Prometheus Hyperscale as a vanguard in the evolution of data infrastructure.

Prometheus Hyperscale stands as a symbol of technological advancement and an embodiment of the potential of human creativity in leveraging technology for the greater good of society.",Sustainable Infrastructure for the Age of AI,2020-07-27,active,for_profit,11-50,4906,4137,-0.1,-2.2,1.4,https://www.linkedin.com/company/prometheus-hyperscale/,721.0,2129.0,-0.248958333333333,0.3162,42.0,2.5964,7760449.0,22663200.0,22662000.0,10000000.0,6.0,10000000.0,seed,7.0,seed,seed,private,N/A,0.0,0.0,"Advanced Materials,Artificial Intelligence (AI),Cloud Computing,Data Center,Information Technology,Infrastructure,Machine Learning,Wired Telecommunications","Evanston,Wyoming,United States,North America",Evanston,Wyoming,United States,3.0,"Brady Thornock,Colleen Thornock,Trenton Thornock",Independent,0.0,0.0,0.0,unknown,105.0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
8335acfe-629e-4073-b857-205b3b5d2a3d,Bakkt,"Bakkt is a trusted digital asset platform that enables consumers, businesses and institutions to buy, sell, store and spend digital assets. Bakkt’s platform, now available through the Bakkt App and to partners, amplifies consumer spending and bolsters loyalty programs, adding value for all key stakeholders within the Bakkt payments and digital assets ecosystem. Launched in 2018, Bakkt is headquartered in Alpharetta, GA.","Bakkt is a trusted digital asset platform that enables its customers to buy, sell, spend, send, and redeem digital assets.",2018-01-01,active,for_profit,501-1000,5008,4221,-0.5,-0.5,-2.2,https://www.linkedin.com/company/bakkt/,82788.0,40750.1666666667,1.11161556904555,0.7543,97.0,1.8353,362398.0,957500000.0,932500000.0,75000000.0,6.0,75000000.0,post_ipo_equity,18.0,ipo,post_ipo_equity,public,BKKT,2100000000.0,207000000.0,"Cryptocurrency,Financial Services,FinTech,Loyalty Programs","Alpharetta,Georgia,United States,North America",Alpharetta,Georgia,United States,2.0,"Jeffrey Sprecher,Kelly L. Loeffler",Acquirer,4.0,0.0,0.0,exited_unicorn,51.0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1
75017fae-66e7-4653-a3ed-1c6e762279a5,CarbonCapture,"CarbonCapture is a climate tech company that develops direct air capture (DAC) machines to remove CO2 directly from the atmosphere. The company works to reverse climate change by making machines that leverage innovative molecular sieves, low-cost renewable energy, and tunable purpose-built systems to remove CO2 from the atmosphere at scale cost-effectively.",CarbonCapture is a climate tech company that develops direct air capture (DAC) machines to remove CO2 directly from the atmosphere.,2019-01-01,active,for_profit,51-100,5034,4240,1.0,0.0,6.5,https://www.linkedin.com/company/carbon-capture-inc,1527.0,1606.16666666667,0.0119284294234592,0.8487,95.0,1.2927,5552407.0,115000000.0,115000000.0,80000000.0,4.0,80000000.0,series_a,12.0,early_stage_venture,series_a,private,N/A,0.0,0.0,"Advanced Materials,Carbon Capture,Environmental Consulting,Manufacturing,Renewable Energy","Los Angeles,California,United States,North America",Los Angeles,California,United States,2.0,"Andrea Pedretti,William T Gross",Independent,0.0,19.0,0.0,unknown,31.0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0
3dcab7e5-cb48-41f0-87d5-5ca63aa12342,Stride,"Compiify is a compensation intelligence platform that helps businesses attract and retain employees by enabling them to make data-driven and equitable pay decisions.
Compiify rebranded to stride.","Stride enables businesses to decide on pay in a fair, competitive, and effective manner.",2023-01-01,active,for_profit,11-50,5060,4262,4.0,7.5,8.7,https://www.linkedin.com/company/compiify/,0.0,0.0,0.0,0.5572,238.0,2.2011,30181969.0,4900000.0,4900000.0,3900000.0,2.0,3900000.0,seed,17.0,seed,seed,private,N/A,0.0,0.0,"Billing,Data Center Automation,Employee Benefits","San Francisco,California,United States,North America",San Francisco,California,United States,1.0,Kapil Gupta,Independent,0.0,0.0,4.0,unknown,4.0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
